NQUEST,ANASC,ETA,Q
681575,2003,1,3
681576,1946,58,3
681576,1971,33,1
681577,1952,52,3
681577,1946,58,3
681577,1977,27,3
681577,1983,21,3
681577,1990,14,3
681579,1948,56,1
681580,1911,93,3
681581,1939,65,3
681582,1926,78,3
681582,1976,28,3
681582,1976,28,3
681582,1998,6,3
681582,2004,0,3
681583,1962,42,1
681583,1966,38,3
681583,1987,17,3
681587,1977,27,3
681587,1949,55,1
681587,1951,53,1
681588,1983,21,1
681588,1963,41,1
681588,1989,15,3
681589,1972,32,1
681589,1971,33,1
681590,1932,72,3
681590,1936,68,3
681591,1921,83,3
681592,1944,60,3
681592,1949,55,3
681593,1930,74,3
681593,1935,69,3
681594,1955,49,1
681594,1961,43,1
681594,1990,14,3
681595,1946,58,3
681595,1950,54,3
681595,1977,27,3
681595,1926,78,3
681596,1971,33,1
681596,1969,35,3
681599,1926,78,3
681613,1926,78,3
681613,1924,80,3
681615,1940,64,3
681615,1944,60,3
681616,1954,50,1
681616,1956,48,1
681616,1979,25,1
681616,1982,22,3
681617,1966,38,1
681617,1967,37,3
681617,1994,10,3
681618,1974,30,1
681618,1998,6,3
681619,1966,38,1
681619,1965,39,1
681619,1992,12,3
681619,1995,9,3
681619,2000,4,3
681620,1976,28,1
681620,1974,30,2
681621,1972,32,2
681622,1962,42,1
681623,1980,24,3
681623,1969,35,1
681624,1981,23,3
681624,1979,25,1
681624,1952,52,1
681624,1957,47,3
681624,1983,21,1
681627,1941,63,3
681627,1941,63,3
681627,1970,34,2
681627,1975,29,1
681631,1968,36,1
681631,1965,39,3
681631,1990,14,3
681631,1991,13,3
681631,1998,6,3
681633,1947,57,2
681633,1946,58,3
681633,1983,21,3
681634,1968,36,1
681634,1979,25,1
681635,1957,47,1
681635,1961,43,1
681635,1997,7,3
681637,1936,68,3
681638,1968,36,1
681638,1974,30,3
681640,1951,53,2
681640,1958,46,1
681640,1986,18,3
681641,1943,61,3
681643,1977,27,1
681643,1978,26,1
681643,2003,1,3
681644,1933,71,3
681647,1921,83,3
681647,1925,79,3
681649,1942,62,3
681649,1938,66,3
681650,1970,34,3
681650,1968,36,1
681655,1974,30,1
681655,1972,32,3
681655,1997,7,3
681655,2001,3,3
681658,1940,64,3
681658,1931,73,3
681659,1929,75,3
681659,1958,46,1
681661,1962,42,2
681661,1962,42,3
681661,1998,6,3
681663,1974,30,2
681663,1983,21,3
681663,2003,1,3
681664,1936,68,3
681666,1950,54,1
681666,1947,57,3
681666,1976,28,3
681666,1979,25,3
681666,1984,20,3
681667,1932,72,3
681668,1940,64,3
681668,1949,55,1
681668,1987,17,3
681669,1971,33,3
681669,1964,40,1
681669,1990,14,3
681669,1995,9,3
681673,1930,74,3
681673,1937,67,3
681673,1970,34,1
681674,1924,80,3
681686,1966,38,1
681686,1969,35,1
681686,1993,11,3
681686,1995,9,3
681687,1969,35,3
681687,1959,45,2
681687,1998,6,3
681691,1958,46,1
681691,1961,43,1
681691,1984,20,3
681691,1989,15,3
681691,1993,11,3
681700,1976,28,3
681700,1968,36,3
681700,1999,5,3
681700,1934,70,3
681701,1951,53,3
681701,1949,55,1
681701,1977,27,3
681701,1981,23,3
681702,1954,50,1
681702,1948,56,1
681702,1974,30,3
681704,1973,31,3
681704,1969,35,1
681704,1999,5,3
681704,2002,2,3
681705,1944,60,3
681705,1935,69,3
681706,1955,49,1
681706,1949,55,1
681708,1938,66,3
681708,1937,67,3
681709,1932,72,3
681709,1929,75,3
681709,1961,43,1
681710,1955,49,3
681710,1950,54,1
681710,1982,22,3
681710,1988,16,3
681711,1938,66,3
681711,1944,60,3
681712,1929,75,3
681713,1956,48,2
681713,1959,45,3
681713,1987,17,3
681713,1991,13,3
681713,1996,8,3
681717,1957,47,1
681717,1955,49,1
681717,1981,23,1
681718,1971,33,2
681718,1970,34,3
681718,2000,4,3
681718,2003,1,3
681721,1961,43,1
681721,1967,37,1
681724,1926,78,3
681725,1977,27,1
681725,1980,24,3
681725,2004,0,3
681729,1922,82,3
681729,1921,83,3
681729,1939,65,3
681730,1986,18,3
681730,1963,41,1
681730,1964,40,1
681731,1977,27,3
681731,1961,43,1
681731,1999,5,3
681731,2000,4,3
681731,2003,1,3
681732,1930,74,3
681732,1942,62,3
681732,1971,33,2
681733,1970,34,2
681733,1965,39,1
681733,1999,5,3
681733,2000,4,3
681734,1938,66,3
681734,1943,61,3
681735,1932,72,3
681735,1959,45,1
681736,1913,91,3
681736,1923,81,3
681737,1946,58,3
681737,1942,62,3
681737,1978,26,1
681738,1977,27,1
681738,1977,27,1
681739,1967,37,1
681739,1969,35,2
681740,1945,59,3
681740,1955,49,1
681740,1974,30,1
681742,1975,29,1
681742,1949,55,3
681742,1955,49,3
681743,1953,51,1
681743,1920,84,3
681744,1939,65,3
681744,1943,61,3
681745,1961,43,2
681747,1925,79,3
681748,1945,59,3
681748,1982,22,3
681749,1960,44,2
681750,1965,39,1
681750,1969,35,3
681750,1993,11,3
681750,1998,6,3
681759,1954,50,2
681759,1958,46,1
681759,1984,20,3
681760,1954,50,2
681760,1969,35,2
681761,1964,40,1
681761,1974,30,3
681761,2001,3,3
681762,1976,28,1
681763,1957,47,1
681763,1970,34,1
681763,2000,4,3
681764,1950,54,3
681764,1945,59,1
681764,1982,22,3
681764,1984,20,3
681764,1987,17,3
681772,1960,44,3
681772,1957,47,2
681772,1980,24,3
681772,1982,22,3
681773,1921,83,3
681774,1965,39,1
681774,1968,36,1
681775,1941,63,3
681775,1942,62,3
681776,1950,54,3
681776,1947,57,2
681776,1978,26,3
681776,1979,25,1
681776,1983,21,3
681777,1927,77,3
681777,1921,83,3
681778,1959,45,3
681778,1957,47,1
681778,1982,22,1
681778,1986,18,3
681778,1992,12,3
681779,1920,84,3
681780,1920,84,3
681781,1962,42,3
681781,1956,48,1
681781,1982,22,3
681781,1983,21,3
681783,1949,55,2
681783,1954,50,3
681783,1980,24,2
681784,1920,84,3
681785,1941,63,3
681785,1952,52,3
681785,1977,27,3
681785,1980,24,1
681786,1930,74,3
681787,1966,38,2
681787,1970,34,3
681787,1992,12,3
681787,1999,5,3
681788,1934,70,3
681788,1935,69,3
681788,1965,39,3
681789,1974,30,3
681789,1969,35,1
681789,1993,11,3
681789,2000,4,3
681789,2003,1,3
681790,1951,53,1
681790,1957,47,3
681790,1979,25,3
681790,1982,22,3
681790,1960,44,3
681791,1958,46,2
681791,1964,40,3
681791,1983,21,3
681791,1985,19,3
681791,1986,18,3
681792,1969,35,3
681792,1966,38,1
681792,1990,14,3
681792,1992,12,3
681792,2001,3,3
681793,1971,33,3
681793,1971,33,3
681793,1992,12,3
681793,1999,5,3
681794,1945,59,1
681794,1943,61,3
681794,1988,16,3
681796,1947,57,3
681796,1914,90,3
681796,1954,50,3
681796,1975,29,3
681796,1977,27,3
681797,1975,29,3
681797,1914,90,3
681798,1948,56,3
681798,1942,62,3
681799,1930,74,3
681799,1930,74,3
681800,1922,82,3
681800,1933,71,3
681801,1934,70,3
681801,1943,61,3
681802,1945,59,3
681802,1947,57,3
681802,1976,28,3
681802,1980,24,2
681803,1927,77,3
681803,1934,70,3
681804,1964,40,3
681804,1986,18,3
681804,1988,16,3
681804,1992,12,3
681806,1929,75,3
681817,1925,79,3
681817,1926,78,3
681817,1945,59,3
681817,1949,55,3
681817,1987,17,3
681818,1979,25,1
681818,1983,21,3
681818,2004,0,3
681819,1928,76,3
681820,1936,68,3
681821,1941,63,1
681821,1945,59,3
681821,1967,37,1
681822,1931,73,3
681822,1934,70,3
681822,1969,35,3
681823,1943,61,3
681823,1949,55,3
681828,1953,51,1
681832,1938,66,3
681832,1938,66,3
681834,1927,77,3
681834,1928,76,3
681836,1925,79,3
681836,1926,78,3
681837,1931,73,3
681838,1958,46,1
681838,1955,49,1
681838,1981,23,3
681838,1984,20,3
681839,1935,69,3
681840,1935,69,3
681840,1931,73,3
681844,1964,40,2
681844,1966,38,1
681844,1998,6,3
681844,2004,0,3
681845,1929,75,2
681845,1939,65,3
681847,1968,36,1
681847,1971,33,3
681847,1995,9,3
681847,1998,6,3
681847,2003,1,3
681849,1942,62,2
681849,1945,59,3
681858,1936,68,3
681860,1975,29,3
681860,1973,31,1
681860,1991,13,3
681860,2003,1,3
681861,1962,42,1
681861,1966,38,1
681861,1988,16,3
681861,1992,12,3
681861,1996,8,3
681861,2002,2,3
681862,1976,28,1
681862,1975,29,1
681862,2004,0,3
681863,1931,73,3
681865,1918,86,3
681865,1923,81,3
681865,1952,52,1
681866,1956,48,2
681866,1960,44,3
681866,1982,22,3
681866,1986,18,3
681866,1995,9,3
681866,2000,4,3
681867,1937,67,3
681867,1936,68,3
681867,1969,35,1
681868,1969,35,1
681868,1964,40,1
681868,1991,13,3
681868,1997,7,3
681875,1964,40,1
681875,1968,36,3
681875,1994,10,3
681876,1963,41,1
681876,1969,35,1
681876,1994,10,3
681887,1942,62,2
681887,1949,55,3
681887,1975,29,1
681892,1926,78,3
681893,1944,60,1
681893,1947,57,3
681893,1983,21,3
681894,1920,84,3
681895,1957,47,1
681895,1965,39,1
681895,2001,3,3
681895,2004,0,3
681896,1945,59,3
681896,1950,54,3
681897,1954,50,3
681897,1953,51,3
681897,1980,24,1
681897,1982,22,1
681898,1928,76,3
681899,1959,45,1
681900,1940,64,3
681900,1946,58,3
681900,1978,26,1
681901,1940,64,3
681902,1936,68,3
681903,1948,56,1
681903,1952,52,3
681903,1980,24,1
681903,1983,21,3
681904,1970,34,2
681905,1974,30,1
681908,1966,38,1
681908,1970,34,1
681908,1994,10,3
681908,1997,7,3
681908,2001,3,3
681910,1940,64,3
681910,1940,64,3
681911,1935,69,3
681911,1937,67,3
681912,1911,93,3
681912,1912,92,3
681913,1947,57,1
681913,1946,58,3
681913,1974,30,1
681913,1977,27,1
681914,1924,80,3
681917,1968,36,1
681917,1968,36,2
681917,2004,0,3
681920,1946,58,1
681925,1960,44,3
681925,1995,9,3
681925,1997,7,3
681928,1920,84,3
681928,1921,83,3
681929,1942,62,3
681930,1935,69,3
681931,1925,79,3
681931,1918,86,3
681932,1959,45,1
681932,1991,13,3
681932,1991,13,3
681933,1935,69,3
681933,1939,65,3
681933,1973,31,3
681934,1942,62,3
681934,1933,71,3
681935,1955,49,3
681935,1983,21,3
681935,1989,15,3
681935,1989,15,3
681940,1922,82,3
681940,1930,74,3
681941,1971,33,1
681950,1961,43,1
681950,1933,71,1
681950,1986,18,3
681950,2002,2,3
681951,1945,59,1
681951,1971,33,2
681961,1926,78,3
681961,1928,76,3
681962,1961,43,1
681962,1963,41,2
681962,1988,16,3
681962,1990,14,3
681963,1933,71,3
681963,1968,36,2
681963,1971,33,3
681963,1971,33,3
681974,1969,35,1
681974,1972,32,1
681974,2003,1,3
681975,1975,29,1
681975,1922,82,3
681976,1970,34,1
681976,1973,31,1
681980,1939,65,3
681980,1941,63,1
681980,1949,55,3
681980,1980,24,3
681980,1982,22,3
681981,1919,85,3
681981,1921,83,3
681982,1947,57,3
681982,1947,57,1
681982,1920,84,3
681983,1939,65,3
681984,1935,69,3
681984,1940,64,3
681984,1968,36,1
681985,1962,42,2
681985,1962,42,1
681985,1998,6,3
681986,1930,74,3
681986,1937,67,3
681987,1946,58,3
681987,1949,55,3
681987,1977,27,1
681987,1979,25,1
681989,1945,59,2
681989,1944,60,3
681989,1979,25,3
681994,1971,33,1
681994,1966,38,2
681994,2002,2,3
682000,1936,68,3
682000,1942,62,3
682000,1975,29,3
682003,1947,57,3
682003,1953,51,3
682003,1981,23,1
682005,1935,69,3
682005,1938,66,3
682006,1936,68,3
682011,1974,30,2
682011,1976,28,3
682011,1966,38,1
682012,1966,38,2
682013,1972,32,1
682013,1971,33,2
682019,1969,35,1
682019,1973,31,3
682019,1994,10,3
682019,1999,5,3
682020,1920,84,3
682020,1927,77,3
682021,1925,79,3
682021,1965,39,3
682021,1969,35,1
682021,1999,5,3
682021,1995,9,3
682022,1942,62,1
682022,1951,53,3
682024,1927,77,3
682024,1939,65,3
682025,1962,42,1
682025,1964,40,3
682025,1989,15,3
682025,1993,11,3
682025,2002,2,3
682038,1916,88,3
682039,1929,75,3
682039,1932,72,3
682041,1933,71,3
682041,1935,69,3
682043,1946,58,1
682043,1978,26,1
682044,1926,78,3
682048,1936,68,3
682048,1939,65,3
682048,1972,32,1
682050,1942,62,2
682050,1942,62,3
682052,1967,37,1
682052,1968,36,1
682052,1998,6,3
682052,2004,0,3
682068,1973,31,2
682068,1966,38,2
682070,1955,49,1
682072,1983,21,3
682080,1925,79,3
682080,1927,77,3
682084,1964,40,1
682084,1970,34,1
682086,1961,43,2
682088,1968,36,2
682088,1964,40,1
682088,1991,13,3
682088,1997,7,3
682089,1924,80,3
682089,1930,74,3
682090,1968,36,3
682090,1994,10,3
682091,1970,34,3
682091,1966,38,1
682091,1993,11,3
682091,1997,7,3
682091,2000,4,3
682092,1929,75,3
682092,1931,73,3
682093,1949,55,3
682093,1947,57,1
682093,1972,32,3
682093,1982,22,3
682094,1922,82,3
682094,1929,75,3
682095,1945,59,3
682096,1973,31,2
682096,1998,6,3
682097,1924,80,3
682097,1927,77,3
682103,1945,59,2
682103,1950,54,1
682103,1981,23,3
682108,1961,43,1
682108,1957,47,2
682108,2001,3,3
682109,1953,51,1
682109,1958,46,1
682117,1934,70,3
682118,1925,79,3
682118,1931,73,3
682121,1961,43,1
682121,1962,42,3
682121,1986,18,3
682121,1992,12,3
682124,1941,63,3
682124,1915,89,3
682124,1945,59,3
682124,1976,28,3
682124,1974,30,1
682125,1945,59,3
682125,1943,61,3
682126,1961,43,1
682126,1960,44,1
682126,1989,15,3
682126,1986,18,3
682127,1967,37,2
682127,1969,35,1
682127,1995,9,3
682127,1999,5,3
682133,1930,74,3
682133,1935,69,3
682134,1972,32,1
682134,1967,37,3
682134,2001,3,3
682134,2003,1,3
682140,1947,57,1
682140,1975,29,1
682141,1972,32,1
682141,1968,36,1
682141,1999,5,3
682142,1936,68,3
682142,1933,71,3
682143,1968,36,1
682143,1972,32,1
682144,1943,61,3
682144,1947,57,1
682144,1976,28,1
682145,1966,38,1
682145,1968,36,1
682145,1998,6,3
682145,2002,2,3
682146,1967,37,2
682146,1968,36,1
682146,2000,4,3
682146,2004,0,3
682146,2004,0,3
682147,1945,59,2
682148,1956,48,1
682148,1987,17,3
682150,1922,82,3
682150,1926,78,3
682151,1965,39,1
682151,1989,15,3
682152,1947,57,3
682152,1950,54,3
682153,1919,85,3
682154,1925,79,3
682154,1925,79,3
682156,1923,81,3
682156,1918,86,3
682156,1977,27,3
682157,1973,31,3
682157,1973,31,1
682158,1928,76,3
682158,1925,79,3
682159,1944,60,3
682159,1949,55,3
682161,1953,51,3
682161,1925,79,3
682163,1948,56,1
682163,1952,52,2
682163,1977,27,3
682165,1948,56,3
682165,1963,41,1
682165,1983,21,1
682167,1915,89,3
682167,1919,85,3
682169,1923,81,3
682169,1926,78,3
682170,1951,53,1
682170,1953,51,1
682170,1987,17,3
682171,1921,83,3
682173,1940,64,3
682173,1936,68,3
682175,1942,62,3
682175,1942,62,3
682175,1969,35,3
682175,1974,30,3
682176,1937,67,2
682176,1943,61,3
682176,1968,36,3
682182,1966,38,1
682182,1971,33,3
682182,1995,9,3
682182,1999,5,3
682183,1930,74,3
682183,1939,65,3
682184,1926,78,3
682184,1936,68,3
682185,1958,46,1
682185,1960,44,1
682185,1989,15,3
682188,1964,40,3
682189,1930,74,3
682189,1928,76,3
682191,1931,73,3
682191,1939,65,3
682192,1943,61,3
682192,1919,85,3
682192,1941,63,3
682201,1956,48,2
682201,1960,44,3
682201,1988,16,3
682201,1993,11,3
682202,1974,30,2
682202,1972,32,1
682202,2002,2,3
682203,1942,62,3
682203,1973,31,3
682204,1965,39,1
682204,1970,34,3
682204,1997,7,3
682204,2002,2,3
682206,1946,58,1
682206,1948,56,3
682206,1978,26,1
682206,1984,20,2
682206,1986,18,3
682207,1942,62,2
682207,1945,59,3
682207,1974,30,2
682208,1939,65,3
682208,1938,66,3
682208,1974,30,3
682210,1947,57,1
682212,1959,45,2
682212,1923,81,3
682212,1937,67,3
682212,1963,41,2
682213,1959,45,3
682213,1956,48,3
682213,1982,22,2
682213,1986,18,3
682213,1990,14,3
682214,1920,84,3
682215,1937,67,3
682215,1940,64,3
682215,1974,30,3
682216,1945,59,3
682216,1942,62,3
682217,1972,32,3
682217,1968,36,1
682217,1996,8,3
682217,2001,3,3
682223,1930,74,3
682223,1938,66,3
682223,1966,38,1
682236,1946,58,1
682236,1954,50,3
682236,1978,26,1
682236,1985,19,1
682237,1932,72,3
682237,1940,64,3
682237,1964,40,2
682238,1958,46,2
682238,1958,46,3
682238,1988,16,3
682238,1991,13,3
682240,1946,58,3
682240,1947,57,3
682242,1951,53,2
682242,1951,53,1
682243,1966,38,1
682243,1969,35,1
682244,1949,55,2
682244,1955,49,2
682244,1981,23,3
682244,1988,16,3
682244,1945,59,3
682245,1958,46,1
682245,1961,43,1
682245,1980,24,2
682245,1989,15,3
682249,1933,71,3
682249,1934,70,2
682250,1935,69,3
682250,1962,42,1
682252,1961,43,2
682252,1964,40,2
682252,1996,8,3
682259,1947,57,3
682259,1957,47,1
682259,1975,29,1
682259,1979,25,2
682263,1960,44,1
682263,1959,45,1
682263,1990,14,3
682263,1991,13,3
682263,2000,4,3
682264,1970,34,1
682264,1975,29,1
682267,1970,34,1
682267,1970,34,1
682269,1950,54,2
682269,1938,66,3
682272,1966,38,2
682272,1968,36,3
682272,1990,14,3
682272,1994,10,3
682272,2002,2,3
682275,1961,43,1
682275,1970,34,1
682275,1998,6,3
682275,1998,6,3
682276,1929,75,3
682277,1957,47,1
682277,1960,44,3
682277,1985,19,3
682277,1988,16,3
682277,1989,15,3
682277,2000,4,3
682280,1972,32,2
682280,1974,30,2
682280,2000,4,3
682281,1953,51,3
682281,1945,59,2
682282,1930,74,3
682282,1932,72,3
682283,1946,58,3
682283,1947,57,2
682283,1977,27,2
682285,1930,74,3
682286,1973,31,3
682286,1976,28,1
682287,1922,82,3
682288,1950,54,3
682288,1956,48,1
682288,1981,23,3
682289,1958,46,1
682289,1955,49,2
682289,1983,21,3
682289,1986,18,3
682293,1970,34,1
682294,1957,47,1
682294,1960,44,1
682294,1995,9,3
682295,1932,72,3
682295,1970,34,1
682296,1969,35,1
682296,1972,32,2
682296,1998,6,3
682296,2000,4,3
682297,1941,63,3
682297,1936,68,3
682298,1970,34,3
682298,1965,39,1
682298,2001,3,3
682298,2004,0,3
682304,1935,69,3
682304,1940,64,3
682305,1974,30,1
682305,1965,39,1
682305,1969,35,1
682306,1934,70,3
682306,1942,62,3
682311,1939,65,2
682311,1937,67,3
682313,1912,92,3
682313,1923,81,3
682314,1916,88,3
682315,1928,76,3
682316,1957,47,1
682316,1957,47,3
682316,1977,27,1
682316,1981,23,1
682317,1948,56,1
682317,1957,47,3
682317,1917,87,3
682317,1983,21,1
682317,1979,25,1
682319,1967,37,1
682319,1971,33,3
682319,1996,8,3
682319,1999,5,3
682320,1961,43,2
682320,1969,35,1
682320,1995,9,3
682320,2004,0,3
682321,1940,64,3
682321,1943,61,3
682321,1976,28,3
682321,2003,1,3
682322,1956,48,1
682322,1960,44,1
682322,1983,21,3
682322,1991,13,3
682323,1927,77,3
682323,1934,70,3
682323,1910,94,3
682324,1951,53,1
682324,1952,52,1
682324,1991,13,3
682324,1993,11,3
682326,1930,74,3
682326,1938,66,3
682326,1970,34,1
682329,1942,62,3
682329,1942,62,3
682330,1964,40,1
682330,1974,30,3
682330,2001,3,3
682330,2003,1,3
682331,1973,31,1
682331,1973,31,1
682331,2001,3,3
682331,2003,1,3
682332,1960,44,1
682332,1988,16,3
682339,1926,78,3
682339,1931,73,3
682340,1935,69,3
682340,1934,70,3
682342,1927,77,3
682342,1928,76,3
682342,1973,31,3
682343,1952,52,1
682343,1958,46,2
682343,1982,22,3
682343,1995,9,3
682346,1957,47,1
682347,1955,49,3
682347,1949,55,1
682347,1979,25,3
682347,1989,15,3
682348,1964,40,3
682348,1959,45,2
682348,1984,20,2
682348,1991,13,3
682349,1975,29,3
682349,1971,33,1
682349,2004,0,3
682350,1938,66,1
682350,1951,53,3
682351,1921,83,3
682352,1948,56,3
682352,1985,19,3
682353,1954,50,3
682353,1956,48,1
682354,1979,25,1
682354,1982,22,3
682354,2003,1,3
682355,1934,70,3
682355,1919,85,3
682356,1974,30,3
682356,1971,33,1
682356,2002,2,3
682357,1938,66,2
682357,1943,61,3
682358,1974,30,3
682358,1975,29,1
682358,1995,9,3
682358,1997,7,3
682358,2001,3,3
682359,1961,43,1
682359,1971,33,3
682359,1996,8,3
682359,1999,5,3
682360,1927,77,3
682360,1962,42,3
682361,1954,50,1
682361,1965,39,3
682361,1988,16,3
682361,1989,15,3
682362,1954,50,1
682362,1949,55,1
682363,1938,66,3
682364,1949,55,3
682367,1954,50,1
682367,1954,50,1
682367,1984,20,3
682367,1990,14,3
682371,1931,73,3
682378,1942,62,3
682378,1964,40,3
682378,1988,16,3
682378,1991,13,3
682379,1956,48,1
682379,1959,45,2
682379,1984,20,3
682379,1989,15,3
682380,1953,51,1
682380,1952,52,1
682380,1987,17,3
682381,1934,70,3
682385,1935,69,3
682385,1945,59,3
682385,1965,39,3
682385,1997,7,3
682387,1969,35,1
682387,1974,30,3
682387,1999,5,3
682391,1966,38,1
682391,1968,36,1
682391,1996,8,3
682391,2001,3,3
682392,1923,81,3
682395,1966,38,1
682397,1967,37,1
682397,2000,4,3
682398,1928,76,3
682399,1935,69,3
682399,1935,69,3
682400,1961,43,1
682400,1965,39,2
682400,1995,9,3
682401,1938,66,1
682401,1944,60,1
682402,1937,67,3
682402,1934,70,3
682402,1966,38,1
682403,1966,38,1
682404,1970,34,1
682406,1941,63,3
682406,1949,55,1
682406,1975,29,1
682406,1977,27,1
682408,1978,26,1
682413,1968,36,1
682413,1970,34,3
682413,1994,10,3
682413,1997,7,3
682418,1969,35,2
682421,1967,37,1
682422,1930,74,3
682433,1926,78,3
682434,1964,40,1
682436,1948,56,1
682436,1947,57,1
682436,1973,31,3
682436,1976,28,1
682437,1959,45,3
682437,1986,18,3
682437,1986,18,3
682438,1929,75,3
